rank,game_id,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,model,start_time,start_time_pt,timestamp,date
9,261582,Bulls vs Heat,Heat +2.5,-110,2,74,Heat competitive road team. Bulls at home but close spread take the points with better team.,115-116,0,0,1,0,0,0,-135,114,,248.5,-105,-110,-2.5,-110,2.5,-110,claude,2025-11-22T01:00:00.000Z,2025-11-21 17:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
10,261583,Mavericks vs Pelicans,Pelicans +2.5,-105,1,72,Pelicans desperate for wins getting points. Mavericks small home favorite vulnerable.,114-116,0,0,1,0,0,0,-149,124,,228.5,-110,-110,-2.5,-115,2.5,-105,claude,2025-11-22T01:30:00.000Z,2025-11-21 17:30:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
11,261584,Suns vs Timberwolves,Over 233.5,-110,1,71,Both teams can score fast pace expected. Total slightly low for this matchup.,121-119,0,0,0,0,1,0,147,-175,,233.5,-110,-110,3.5,-105,-3.5,-115,claude,2025-11-22T02:00:00.000Z,2025-11-21 18:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
1,261581,Celtics vs Nets,Celtics -15.5,-110,3,92,Double-digit home favorite; top cover profiles justify -15.5 at equal juice.,124-104,1,0,0,0,0,0,-1074,711,,221.5,-111,-111,-15.5,-110,15.5,-110,perplexity,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-20 23:27:00+00:00,2025-11-21
2,261580,Raptors vs Wizards,Raptors -13.5,-115,2,89,Large home favorite vs bottom-tier; side value strongest at -13.5.,127-108,1,0,0,0,0,0,-774,560,,239.5,-110,-111,-13.5,-115,13.5,-105,perplexity,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-20 23:27:00+00:00,2025-11-21
3,261824,Magic vs Clippers,Magic -5.5,-115,2,88,Medium home favorite with improving ATS context; exact line/juice.,116-108,1,0,0,0,0,0,-221,182,,218.5,-110,-110,-5.5,-115,5.5,-105,perplexity,2025-11-21T00:00:00.000Z,2025-11-20 16:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-20
4,261583,Mavericks vs Pelicans,Mavericks -2.5,-115,2,86,Short home favorite in coin-flip band; Dallas home edge.,119-114,1,0,0,0,0,0,-149,124,,228.5,-110,-110,-2.5,-115,2.5,-105,perplexity,2025-11-22T01:30:00.000Z,2025-11-21 17:30:00-08:00,2025-11-20 23:27:00+00:00,2025-11-21
5,261587,Warriors vs Trail Blazers,Warriors -6.5,-110,2,85,Home favorite -6.5 with better roster form; accept listed price.,126-115,1,0,0,0,0,0,-245,197,,236.5,-114,-110,-6.5,-110,6.5,-110,perplexity,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-21
6,261826,Bucks vs 76ers,Under 223.5,-110,1,79,Total drifted to 223.5; defensive lean at even vig.,113-108,0,0,0,0,0,1,105,-125,,223.5,-110,-110,1.5,-109,-1.5,-114,perplexity,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-20
7,261827,Spurs vs Hawks,Spurs -1.5,-105,1,78,Small home favorite; playable spread band with acceptable juice.,119-116,1,0,0,0,0,0,-111,-107,,233.5,-110,-110,-1.5,-105,1.5,-115,perplexity,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-20
8,261586,Jazz vs Thunder,Thunder -16.5,-110,1,77,Massive road favorite with elite differentials; lay -16.5 at exact price.,108-126,0,0,1,0,0,0,874,-1475,,233.5,-110,-110,16.5,-110,-16.5,-110,perplexity,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-21
9,261825,Grizzlies vs Kings,Grizzlies -3.5,-108,1,75,Home favorite -3.5 at discounted juice; path to two-possession win.,121-116,1,0,0,0,0,0,-155,130,,234.5,-110,-110,-3.5,-108,3.5,-112,perplexity,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-20
10,261579,Cavaliers vs Pacers,Over 237.5,-110,1,72,Both teams’ O/U tendencies support high-scoring script at current tag.,124-118,0,0,0,0,1,0,-874,575,,237.5,-110,-110,-13.5,-110,13.5,-110,perplexity,2025-11-22T00:00:00.000Z,2025-11-21 16:00:00-08:00,2025-11-20 23:27:00+00:00,2025-11-21
1,261586,Jazz vs Thunder,Jazz +16.5,-110,3,92,The Thunder just failed to cover -18.5 on the road. Massive home underdogs (>13 pts) like the Pelicans have been covering. 16.5 is too many points for a road team to lay.,115-126,1,0,0,0,0,0,874,-1475,,233.5,-110,-110,16.5,-110,-16.5,-110,gemini,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
2,261579,Cavaliers vs Pacers,Cavaliers -13.5,-110,3,90,"This spread hits the ""sweet spot"" (-10 to -14) where heavy home favorites (like Pistons, Heat) have dominated, avoiding the variance of -16+ lines.",126-108,1,0,0,0,0,0,-874,575,,237.5,-110,-110,-13.5,-110,13.5,-110,gemini,2025-11-22T00:00:00.000Z,2025-11-21 16:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
3,261580,Raptors vs Wizards,Raptors -13.5,-115,2,88,"Similar to the Cavs pick. The Wizards are consistently getting blown out, and this number is manageable for a home favorite compared to the -16.5 lines that failed recently.",124-105,1,0,0,0,0,0,-774,560,,239.5,-110,-111,-13.5,-115,13.5,-105,gemini,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
4,261584,Suns vs Timberwolves,Suns +3.5,-105,2,86,"The ""Home Underdog"" trend is 4-2 in the last dataset. Getting more than a possession at home against the Wolves (who are traveling) is excellent value.",114-112,1,0,0,0,0,0,147,-175,,233.5,-110,-110,3.5,-105,-3.5,-115,gemini,2025-11-22T02:00:00.000Z,2025-11-21 18:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
5,261826,Bucks vs 76ers,Bucks +1.5,-109,2,84,"Another home underdog play. In a near pick'em scenario, home court advantage is often the deciding factor.",116-113,1,0,0,0,0,0,105,-125,,223.5,-110,-110,1.5,-109,-1.5,-114,gemini,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-20
6,261824,Magic vs Clippers,Magic -5.5,-115,2,82,Magic at home in the -5.5 range aligns with the steady mid-range home favorite trend.,112-105,1,0,0,0,0,0,-221,182,,218.5,-110,-110,-5.5,-115,5.5,-105,gemini,2025-11-21T00:00:00.000Z,2025-11-20 16:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-20
7,261587,Warriors vs Trail Blazers,Warriors -6.5,-110,1,80,Warriors at home laying a standard favorite number. Blazers just played a tight one but traveling to Golden State is tough.,118-108,1,0,0,0,0,0,-245,197,,236.5,-114,-110,-6.5,-110,6.5,-110,gemini,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
8,261582,Bulls vs Heat,Under 248.5,-110,1,78,"248.5 is an historically extreme total. While overs have hit recently, asking for nearly 250 points is asking for perfection.",122-120,0,0,0,0,0,1,-135,114,,248.5,-105,-110,-2.5,-110,2.5,-110,gemini,2025-11-22T01:00:00.000Z,2025-11-21 17:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
9,261581,Celtics vs Nets,Celtics -15.5,-110,1,76,"This is a ""warning track"" play. It's a huge spread (-15.5), and we just saw -16.5 fail. However, Celtics at home vs Nets is a mismatch. 1 unit only due to spread size.",128-110,1,0,0,0,0,0,-1074,711,,221.5,-111,-110,-15.5,-110,15.5,-110,gemini,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-20 15:26:00+00:00,2025-11-21
10,261827,Spurs vs Hawks,Spurs -1.5,-105,1,74,"Short home favorite. Spurs have shown competitiveness at home, worth a small play at near even money.",115-110,1,0,0,0,0,0,-111,-107,,233.5,-110,-110,-1.5,-105,1.5,-115,gemini,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-20 15:26:00+00:00,2025-11-20
1,261579,Cavaliers vs Pacers,Pacers +14.5,-114,3,88,Cavaliers undefeated but 14.5 points is huge. Historical data shows dogs +12.5+ provide value. Pacers competitive enough to keep this closer.,120-112,0,0,1,0,0,0,-1050,625,,241.5,-112,-110,-14.5,-106,14.5,-114,claude,2025-11-22T00:00:00.000Z,2025-11-21 16:00:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
2,261587,Warriors vs Trail Blazers,Warriors -9.5,-110,3,85,Warriors at home against struggling Blazers. Line in good range for home favorites. Warriors strong at home.,118-105,1,0,0,0,0,0,-425,330,,237.0,-110,-106,-9.5,-110,9.5,-110,claude,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
3,261580,Raptors vs Wizards,Raptors -14.5,-110,3,84,Wizards worst team in league. Raptors should dominate at home. Line justified against tanking team.,124-106,1,0,0,0,0,0,-900,645,,238.5,-108,-110,-14.5,-110,14.5,-110,claude,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
4,261585,Rockets vs Nuggets,Rockets -2.5,-110,2,82,Rockets strong at home in pick'em range. Good value on home team in tight matchup.,116-112,1,0,0,0,0,0,-142,120,,235.5,-110,-110,-2.5,-110,2.5,-110,claude,2025-11-22T02:30:00.000Z,2025-11-21 18:30:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
5,261582,Bulls vs Heat,Heat +2.5,-110,2,80,Heat competitive road team getting small cushion. Bulls vulnerable take points with better team.,114-115,0,0,1,0,0,0,-141,120,,249.5,-115,-105,-2.5,-110,2.5,-110,claude,2025-11-22T01:00:00.000Z,2025-11-21 17:00:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
6,261581,Celtics vs Nets,Nets +14.5,-108,2,78,Large spread in range that hasn't covered well. Nets can keep it closer than 15 points at home.,116-105,0,0,1,0,0,0,-1050,700,,222.0,-110,-110,-14.5,-112,14.5,-108,claude,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
8,261583,Mavericks vs Pelicans,Pelicans +4.5,-115,2,75,Pelicans desperate for wins getting points on road. Mavericks small favorite vulnerable.,113-115,0,0,1,0,0,0,-179,150,,233.5,-115,-109,-4.5,-105,4.5,-115,claude,2025-11-22T01:30:00.000Z,2025-11-21 17:30:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
9,261584,Suns vs Timberwolves,Timberwolves -4.5,-110,2,73,Timberwolves road favorite against inconsistent Suns. Good value on better team small line.,116-121,0,0,1,0,0,0,154,-180,,231.5,-110,-112,4.5,-110,-4.5,-110,claude,2025-11-22T02:00:00.000Z,2025-11-21 18:00:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
10,261584,Suns vs Timberwolves,Over 231.5,-110,1,71,Both teams can score fast pace expected. Total reasonable for this matchup.,116-121,0,0,0,0,1,0,154,-180,,231.5,-110,-112,4.5,-110,-4.5,-110,claude,2025-11-22T02:00:00.000Z,2025-11-21 18:00:00-08:00,2025-11-21 18:00:00+00:00,2025-11-21
1,261824,Magic vs Clippers,Magic -5.5,-115,3,90,"Magic home -5.5 favorite at fair vig; splits, form, matchup all support cover.",126-111,1,0,0,0,0,0,-221,182,,218.5,-110,-110,-5.5,-115,5.5,-105,perplexity,2025-11-21T00:00:00.000Z,2025-11-20 16:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-20
2,261581,Celtics vs Nets,Celtics -14.5,-112,2,88,"Boston defense, home blowout profile justify double-digit lay; Nets poor road ATS.",124-108,1,0,0,0,0,0,-1050,700,,222.0,-110,-110,-14.5,-112,14.5,-108,perplexity,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
3,261580,Raptors vs Wizards,Raptors -14.5,-110,2,86,"Large home favorite, Wizards league-worst metrics, fair juice at closing.",130-112,1,0,0,0,0,0,-900,645,,238.5,-108,-110,-14.5,-110,14.5,-110,perplexity,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
4,261583,Mavericks vs Pelicans,Mavericks -4.5,-105,2,84,"Dallas home -4.5, splits suggest strong cover vs struggling Pelicans.",120-112,1,0,0,0,0,0,-179,150,,233.5,-115,-109,-4.5,-105,4.5,-115,perplexity,2025-11-22T01:30:00.000Z,2025-11-21 17:30:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
5,261587,Warriors vs Trail Blazers,Warriors -9.5,-110,1,80,Warriors home -9.5 favorite; talent gap & closing line provide value.,128-116,1,0,0,0,0,0,-425,330,,237.0,-110,-106,-9.5,-110,9.5,-110,perplexity,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
6,261582,Bulls vs Heat,Bulls -2.5,-110,1,78,"Bulls home -2.5, Heat roster/spot, closing line favor Chicago.",117-114,1,0,0,0,0,0,-141,120,,249.5,-115,-105,-2.5,-110,2.5,-110,perplexity,2025-11-22T01:00:00.000Z,2025-11-21 17:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
7,261584,Suns vs Timberwolves,Timberwolves -4.5,-110,1,77,"Timberwolves -4.5 road favorite, defense/efficiency edge; closing line exact.",112-119,0,0,1,0,0,0,154,-180,,231.5,-110,-112,4.5,-110,-4.5,-110,perplexity,2025-11-22T02:00:00.000Z,2025-11-21 18:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
8,261579,Cavaliers vs Pacers,Cavaliers -14.5,-110,1,75,"Big home favorite, Cavs defense/splits/trends fit exact closing number.",124-108,1,0,0,0,0,0,-1050,625,,241.5,-112,-110,-14.5,-110,14.5,-114,perplexity,2025-11-22T00:00:00.000Z,2025-11-21 16:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
9,261826,Bucks vs 76ers,Over 223.5,-110,1,73,"Pace and 3pt shooting suggest higher scoring, closing total playable.",118-112,0,0,0,0,1,0,105,-125,,223.5,-110,-110,1.5,-109,-1.5,-114,perplexity,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-20
10,261586,Jazz vs Thunder,Thunder -16.5,-110,1,71,"Thunder road favorite, ATS run and matchup justify exact closing line.",109-126,0,0,1,0,0,0,900,-1450,,233.5,-110,-110,16.5,-110,-16.5,-110,perplexity,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-21 23:33:00+00:00,2025-11-21
2,261584,Suns vs Timberwolves,Suns +3.5,-105,3,90,"The ""Home Underdog"" trend is 4-0 in the last major dataset. Getting more than a possession at home against a traveling Wolves team is excellent value.",114-112,1,0,0,0,0,0,154,-180,,231.5,-110,-112,3.5,-105,-3.5,-115,gemini,2025-11-22T02:00:00.000Z,2025-11-21 18:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-21
3,261587,Warriors vs Trail Blazers,Warriors -9.5,-110,2,88,"Fits the ""Safe Home Favorite"" zone (<10 points). Warriors at home against a Blazers team that struggles on the road is a high-percentage play.",124-110,1,0,0,0,0,0,-425,330,,237.0,-114,-106,-9.5,-110,9.5,-110,gemini,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-21
4,261585,Rockets vs Nuggets,Rockets -2.5,-110,2,86,"Nuggets are 0-2 ATS recently in this dataset, including an outright loss as big favorites. Rockets at home laying a short number is the sharp side.",120-114,1,0,0,0,0,0,-142,120,,235.5,-110,-110,-2.5,-110,2.5,-110,gemini,2025-11-22T02:30:00.000Z,2025-11-21 18:30:00-08:00,2025-11-21 23:30:00+00:00,2025-11-21
5,261582,Bulls vs Heat,Under 249.5,-105,2,84,"249.5 is an historically extreme total. While offense is up, asking for 250 points is asking for perfection. Regression to the mean favors the Under.",122-120,0,0,0,0,0,1,-141,120,,249.5,-115,-105,-2.5,-110,2.5,-110,gemini,2025-11-22T01:00:00.000Z,2025-11-21 17:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-21
6,261579,Cavaliers vs Pacers,Cavaliers -14.5,-106,2,82,"-14.5 is high, but the reduced juice (-106) signals value. Cavs fit the ""heavy home favorite"" trend that worked for the Pistons and Heat, avoiding the -16+ danger zone.",128-110,1,0,0,0,0,0,-1050,625,,241.5,-112,-110,-14.5,-106,14.5,-114,gemini,2025-11-22T00:00:00.000Z,2025-11-21 16:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-21
7,261583,Mavericks vs Pelicans,Mavericks -4.5,-105,2,80,"Mavs at home laying a manageable number with reduced juice (-105). Pelicans have been covering as dogs, but road dynamics favor Dallas here.",118-110,1,0,0,0,0,0,-179,150,,233.5,-110,-109,-4.5,-105,4.5,-115,gemini,2025-11-22T01:30:00.000Z,2025-11-21 17:30:00-08:00,2025-11-21 23:30:00+00:00,2025-11-21
8,261827,Spurs vs Hawks,Spurs -1.5,-105,1,78,Short home favorite. Spurs have been competitive at home and this near pick'em price offers good value.,115-110,1,0,0,0,0,0,-111,-107,,233.5,-110,-110,-1.5,-105,1.5,-115,gemini,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-20
9,261824,Magic vs Clippers,Magic -5.5,-115,1,76,"Magic fits the steady mid-range home favorite trend (-5.5) that has been profitable (e.g., Magic win on Nov 20).",112-105,1,0,0,0,0,0,-221,182,,218.5,-110,-110,-5.5,-115,5.5,-105,gemini,2025-11-21T00:00:00.000Z,2025-11-20 16:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-20
10,261826,Bucks vs 76ers,Bucks +1.5,-109,1,74,"Another home underdog play. In a near pick'em scenario, home court advantage is often the deciding factor.",116-113,1,0,0,0,0,0,105,-125,,223.5,-110,-110,1.5,-109,-1.5,-114,gemini,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-21 23:30:00+00:00,2025-11-20
1,261831,Bulls vs Wizards,Bulls -12.5,-110,3,92,Wizards are 0-13 worst team in NBA Bulls should dominate at home,128-113,1,0,0,0,0,0,-750,500,,243.5,-115,-105,-12.5,-110,12.5,-110,claude,2025-11-23T01:00:00.000Z,2025-11-22 17:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
2,261834,Nuggets vs Kings,Nuggets -10.5,-110,3,90,Jokic at home vs struggling Kings defense Denver home dominance,125-112,1,0,0,0,0,0,-600,410,,236.0,-110,-110,-10.5,-110,10.5,-110,claude,2025-11-23T03:00:00.000Z,2025-11-22 19:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
3,261832,Bucks vs Pistons,Pistons -8.5,-105,3,88,Pistons playing well at home Bucks on road have struggled,119-108,0,0,1,0,0,0,277,-342,,223.0,-110,-110,8.5,-115,-8.5,-105,claude,2025-11-23T01:00:00.000Z,2025-11-22 17:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
4,261830,Pelicans vs Hawks,Hawks -8.5,-115,3,85,Hawks at home Pelicans decimated by injuries and losses,121-110,0,0,1,0,0,0,315,-395,,231.5,-109,-112,8.5,-105,-8.5,-115,claude,2025-11-23T00:00:00.000Z,2025-11-22 16:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
5,261829,Magic vs Knicks,Knicks +1.5,-110,2,82,Line moved to Knicks getting value with underdog points in close game,112-113,0,0,1,0,0,0,-116,-103,,230.5,-110,-110,-1.5,-110,1.5,-110,claude,2025-11-22T22:00:00.000Z,2025-11-22 14:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
6,261833,Mavericks vs Grizzlies,Grizzlies +1.5,-115,2,81,Home court for Memphis Luka injury concerns for Dallas,116-115,0,0,1,0,0,0,-115,-105,,229.5,-110,-110,-1.5,-105,1.5,-115,claude,2025-11-23T01:30:00.000Z,2025-11-22 17:30:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
7,261831,Bulls vs Wizards,Over 243.5,-115,2,78,Both teams play fast Wizards cannot defend should be high scoring,128-113,0,0,0,0,1,0,-750,500,,243.5,-115,-105,-12.5,-110,12.5,-110,claude,2025-11-23T01:00:00.000Z,2025-11-22 17:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
8,261834,Nuggets vs Kings,Under 236.0,-110,2,77,Denver defense locks down at home Kings offense struggling,125-112,0,0,0,0,0,1,-600,410,,236.0,-110,-110,-10.5,-110,10.5,-110,claude,2025-11-23T03:00:00.000Z,2025-11-22 19:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
9,261833,Mavericks vs Grizzlies,Over 229.5,-110,2,75,Two offensive teams close game should push scoring,116-115,0,0,0,0,1,0,-115,-105,,229.5,-110,-110,-1.5,-105,1.5,-115,claude,2025-11-23T01:30:00.000Z,2025-11-22 17:30:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
10,261832,Bucks vs Pistons,Under 223.0,-110,1,73,Pistons defense has improved expect slower pace game,119-108,0,0,0,0,0,1,277,-342,,223.0,-110,-110,8.5,-115,-8.5,-105,claude,2025-11-23T01:00:00.000Z,2025-11-22 17:00:00-08:00,2025-11-22 18:00:00+00:00,2025-11-22
1,261831,Bulls vs Wizards,Bulls -12.5,-110,3,94,Bulls are heavy home favorites; Wizards struggle vs big spreads; historical big favs win.,121-104,1,0,0,0,0,0,-750,500,,243.5,-115,-105,-12.5,-110,12.5,-110,perplexity,2025-11-23T01:00:00.000Z,2025-11-22 17:00:00-08:00,2025-11-22 18:19:00+00:00,2025-11-22
2,261830,Pelicans vs Hawks,Hawks -8.5,-115,3,91,Hawks strong as road fav; Pelicans recent ATS letdowns; Hawks' offense rolling.,109-120,0,0,1,0,0,0,-395,88,,231.5,-109,-112,8.5,-105,-8.5,-115,perplexity,2025-11-23T00:00:00.000Z,2025-11-22 16:00:00-08:00,2025-11-22 18:19:00+00:00,2025-11-22
3,261834,Nuggets vs Kings,Nuggets -10.5,-110,2,88,Nuggets at home dominant; Kings poor ATS on road; line value at double-digits.,124-110,1,0,0,0,0,0,-600,410,,236.0,-110,-110,-10.5,-110,10.5,-110,perplexity,2025-11-23T03:00:00.000Z,2025-11-22 19:00:00-08:00,2025-11-22 18:19:00+00:00,2025-11-22
4,261833,Mavericks vs Grizzlies,Mavericks -1.5,-105,2,86,"Mavericks at home, line movement towards favorites; Grizz bruised by injuries.",116-112,1,0,0,0,0,0,-115,-105,,229.5,-110,-110,-1.5,-105,1.5,-115,perplexity,2025-11-23T01:30:00.000Z,2025-11-22 17:30:00-08:00,2025-11-22 18:19:00+00:00,2025-11-22
5,261829,Magic vs Knicks,Under 230.5,-110,2,85,Both teams trending under; low-scoring historical splits; public heavily on over.,110-107,0,0,0,0,0,1,-116,-103,,230.5,-110,-110,-1.5,-110,1.5,-110,perplexity,2025-11-22T22:00:00.000Z,2025-11-22 14:00:00-08:00,2025-11-22 18:19:00+00:00,2025-11-22
6,261832,Bucks vs Pistons,Pistons +8.5,-105,1,78,Pistons often cover large road spreads; Bucks irregular home ATS performance lately.,116-110,0,0,1,0,0,0,-342,76,,223.0,-110,-110,8.5,-115,-8.5,-105,perplexity,2025-11-23T01:00:00.000Z,2025-11-22 17:00:00-08:00,2025-11-22 18:19:00+00:00,2025-11-22
